function,backend,dtype,n,max_ulp,p99_ulp,median_ulp,frac_gt1,frac_gt10,max_abs_err,nonfinite_mismatch,worst_x,worst_got,worst_ref,vec_scalar_mismatch,default_tol_fail,op_tol_fail,op_rtol,op_atol,seconds
log1p,jax,f32,103,8388607.0,2094133.6800000006,0.11508742886437864,0.08737864077669903,0.07766990291262135,3.6566491701250925e-06,0,1.1754942106924411e-38,0.0,1.1754942106924411e-38,,,,,,0.07
log1p,torch,f64,614,0.497769423840742,0.48841346864429447,0.03023941419860118,0.0,0.0,0.0,0,6.066966813773297e+169,390.9397394949823,390.9397394949823,0,0,0,1e-07,1e-07,0.02
log1p,numpy,f64,614,0.497769423840742,0.48841346864429447,0.03023941419860118,0.0,0.0,0.0,0,6.066966813773297e+169,390.9397394949823,390.9397394949823,,,,,,0.02
log1p,jax,f64,614,1.2088811673338586,0.4895871247229461,0.03023941419860118,0.0016286644951140066,0.0,2.220446049250313e-16,0,1.0000000000000002,0.6931471805599453,0.6931471805599454,,,,,,0.05
sqrt,torch,f32,103,0.5144102068252632,0.4999999925494192,0.23116427614505378,0.0,0.0,549755805696.0,0,3.461242574479505e+23,588323225600.0,588323259312.3873,0,0,0,1.3e-06,1e-05,0.0
sqrt,numpy,f32,103,0.4999999925494192,0.4999999925494192,0.23116427614505378,0.0,0.0,549755805696.0,0,0.9999999403953552,0.9999999403953552,0.9999999701976772,,,,,,0.0
sqrt,jax,f32,103,16777214.99999997,16259400.06721074,0.27668693267792616,0.0970873786407767,0.0970873786407767,549755805696.0,0,1.1754942106924411e-38,0.0,1.0842021078620172e-19,,,,,,0.03
sqrt,torch,f64,614,0.6226450539278802,0.502741105041455,0.2564940384651837,0.0,0.0,1.7917957937422434e+103,0,7.240461975807627e+215,8.509090418962314e+107,8.509090418962316e+107,0,0,0,1e-07,1e-07,0.02
sqrt,numpy,f64,614,0.5,0.4984216240773643,0.2564940384651837,0.0,0.0,0.0,0,0.9999999999999999,0.9999999999999999,0.9999999999999999,,,,,,0.02
sqrt,jax,f64,614,0.5,0.4984216240773643,0.2564940384651837,0.0,0.0,0.0,0,0.9999999999999999,0.9999999999999999,0.9999999999999999,,,,,,0.04
rsqrt,torch,f32,103,1.0629998862530639,1.0524846961102006,0.33309436282939275,0.0196078431372549,0.0,457186169847808.0,1,3.013921035487088e-13,1821520.375,1821520.5078749857,0,0,0,1.3e-06,1e-05,0.0
rsqrt,jax,f32,103,0.7779094516970733,0.7437155161329195,0.2866323530853171,0.0,0.0,241835437056.0,11,3.084242905515566e-07,1800.635009765625,1800.635104725275,,,,,,0.04
rsqrt,torch,f64,614,1.1105168281012614,1.0308853999292504,0.29524956737981134,0.014657980456026058,0.0,1.1356855067118858e+133,0,1.0552911284203497e-286,9.734504639194033e+142,9.734504639194032e+142,0,0,0,1e-07,1e-07,0.02
rsqrt,jax,f64,614,0.9090575031207249,0.7673309663284076,0.24793828919807462,0.0,0.0,1.1356855067118858e+133,0,3.7522389225315365e+44,5.1624369187244063e-23,5.162436918724407e-23,,,,,,0.05
reciprocal,torch,f32,106,0.49999997019767584,0.49999997019767584,0.19109868333607657,0.0,0.0,1.9419870092799968e+29,1,1.0842021078620191e-19,9.223373136366404e+18,9.223372586610622e+18,0,0,0,1.3e-06,1e-05,0.0
reciprocal,numpy,f32,106,0.49999997019767584,0.49999997019767584,0.19109868333607657,0.0,0.0,1.9419870092799968e+29,1,1.0842021078620191e-19,9.223373136366404e+18,9.223372586610622e+18,,,,,,0.0
reciprocal,jax,f32,106,2097152.1250000075,2034237.576250004,0.2013648946117083,0.019230769230769232,0.019230769230769232,1.9419870092799968e+29,2,-3.4028234663852886e+38,-0.0,-2.938736052218037e-39,,,,,,0.03
reciprocal,torch,f64,622,0.49999999999999994,0.4964792114322178,0.23626372112550537,0.0,0.0,0.0,1,1.4916681462400412e-154,6.7039039649713e+153,6.7039039649713e+153,0,0,0,1e-07,1e-07,0.02
reciprocal,numpy,f64,622,0.49999999999999994,0.4964792114322178,0.23626372112550537,0.0,0.0,0.0,1,1.4916681462400412e-154,6.7039039649713e+153,6.7039039649713e+153,,,,,,0.01
reciprocal,jax,f64,622,0.49999999999999994,0.4964944882029437,0.23626372112550537,0.0,0.0,0.0,2,1.4916681462400412e-154,6.7039039649713e+153,6.7039039649713e+153,,,,,,0.04
sin,torch,f32,619,0.589187182925651,0.5464978542157197,0.14373728275246714,0.0,0.0,3.51182927182947e-08,0,-7017.0380859375,0.9579878449440002,0.9579878098257075,0,0,0,1.3e-06,1e-05,0.03
sin,numpy,f32,619,0.8914296811204092,0.8277201298669952,0.15113214119050178,0.0,0.0,5.313334949796911e-08,0,-473.7893371582031,-0.5573192238807678,-0.5573191707474183,,,,,,0.02
sin,jax,f32,619,0.4980023725955491,0.48897150200585227,0.14373728275246714,0.0,0.0,2.9683254521017943e-08,0,-425.36578369140625,0.949228823184967,0.9492288528682216,,,,,,0.05
sin,torch,f64,619,0.4999382794846684,0.4941411178613299,0.23134460505643456,0.0,0.0,0.0,0,-649694.2604146098,-0.32714583534496794,-0.32714583534496794,0,0,0,1e-07,1e-07,0.03
sin,numpy,f64,619,0.5000617205153316,0.4941411178613299,0.23134460505643456,0.0,0.0,5.551115123125783e-17,0,-649694.2604146098,-0.327145835344968,-0.32714583534496794,,,,,,0.02
sin,jax,f64,619,0.5000617205153316,0.4941411178613299,0.23134460505643456,0.0,0.0,5.551115123125783e-17,0,-649694.2604146098,-0.327145835344968,-0.32714583534496794,,,,,,0.05
cos,torch,f32,619,0.5652831158342987,0.5371268158819262,0.14388203890036705,0.0,0.0,3.3693499323916853e-08,0,-0.00043196792830713093,0.9999999403953552,0.9999999067018559,0,0,0,1.3e-06,1e-05,0.02
cos,numpy,f32,619,0.8634204209890871,0.7404833155766696,0.1453225704548099,0.0,0.0,5.146386750087828e-08,0,-67519.84375,0.7422067523002625,0.74220680376413,,,,,,0.02
cos,jax,f32,619,0.5023791485988126,0.4943752560288869,0.14388203890036705,0.0,0.0,2.9944130730541474e-08,0,-0.9117299318313599,0.6123790740966797,0.612379044152549,,,,,,0.05
cos,torch,f64,619,0.5014417064416453,0.4975760322115814,0.25123041729386036,0.0,0.0,1.1102230246251565e-16,0,-83767.7640068289,0.9435882473185468,0.943588247318547,0,0,0,1e-07,1e-07,0.02
cos,numpy,f64,619,0.5023010663714117,0.4975760322115814,0.25123041729386036,0.0,0.0,5.551115123125783e-17,0,-723655.342286965,-0.4529815412367213,-0.45298154123672124,,,,,,0.01
cos,jax,f64,619,0.5023010663714117,0.4975760322115814,0.25123041729386036,0.0,0.0,5.551115123125783e-17,0,-723655.342286965,-0.4529815412367213,-0.45298154123672124,,,,,,0.04
tan,torch,f32,619,0.4982872299144987,0.4834445224177281,0.1398908250579559,0.0,0.0,1.0063270181603912e-06,0,-23.149866104125977,-2.2877800464630127,-2.2877801652639462,0,0,0,1.3e-06,1e-05,0.02
tan,numpy,f32,619,1.1786582204668006,0.973774866415855,0.15478158536471817,0.006462035541195477,0.0,1.2579530306311426e-06,0,-527.7254638671875,0.06218189001083374,0.062181894401677776,,,,,,0.02
tan,jax,f32,619,0.5635481324743701,0.5457941152471099,0.1398908250579559,0.0,0.0,1.0063270181603912e-06,0,-1122.4505615234375,-1.2653061151504517,-1.2653061823306242,,,,,,0.05
tan,torch,f64,619,0.5100636669812787,0.49671942390001045,0.24954356140441109,0.0,0.0,5.551115123125783e-17,0,-128934.12965257105,-0.02556215780513373,-0.025562157805133726,0,0,0,1e-07,1e-07,0.02
tan,numpy,f64,619,0.5100636669812787,0.49671942390001045,0.24954356140441109,0.0,0.0,5.551115123125783e-17,0,-128934.12965257105,-0.02556215780513373,-0.025562157805133726,,,,,,0.02
tan,jax,f64,619,0.49864410357813915,0.4923556648738015,0.24954356140441109,0.0,0.0,0.0,0,-654.7168402004717,-3.173858348928265,-3.173858348928265,,,,,,0.04
asin,torch,f32,888,0.5501050151240712,0.49242780491805144,0.0972518956957748,0.0,0.0,5.931425484106967e-08,0,-0.11922010779380798,-0.11950435489416122,-0.11950435079555947,0,0,0,1.3e-06,1e-05,0.04
asin,numpy,f32,888,1.1661954375218302,0.8888235671274654,0.10141490668161511,0.0045045045045045045,0.0,1.390213295593412e-07,0,-0.9242827892303467,-1.179152488708496,-1.1791523496871665,,,,,,0.03
asin,jax,f32,888,8388608.0,1.1524824177610689,0.1452539966322013,0.02252252252252252,0.0045045045045045045,1.390213295593412e-07,0,-1.1754943508222875e-38,-0.0,-1.1754943508222875e-38,,,,,,0.06
asin,torch,f64,904,0.6581533961400384,0.49988458407153685,0.2711320809906254,0.0,0.0,1.1102230246251565e-16,0,-0.060774098879810896,-0.06081157262948215,-0.060811572629482155,0,0,0,1e-07,1e-07,0.04
asin,numpy,f64,904,0.6581533961400384,0.49988458407153685,0.2711320809906254,0.0,0.0,1.1102230246251565e-16,0,-0.060774098879810896,-0.06081157262948215,-0.060811572629482155,,,,,,0.03
asin,jax,f64,904,4503599627370496.0,1.110662248215957,0.33758263426272583,0.01327433628318584,0.004424778761061947,2.220446049250313e-16,0,-2.2250738585072014e-308,-0.0,-2.2250738585072014e-308,,,,,,0.06
acos,torch,f32,888,0.6480310360900755,0.5035255771829118,0.24545919895172114,0.0,0.0,1.4753982835458146e-07,0,-0.3377515971660614,1.9153234958648682,1.9153234186135488,0,0,0,1.3e-06,1e-05,0.04
acos,numpy,f32,888,1.1980708866443484,0.9615705699488717,0.36667771586074316,0.006756756756756757,0.0,2.3161210371824836e-07,0,0.9242827892303467,0.3916439414024353,0.39164397710773013,,,,,,0.03
acos,jax,f32,888,1.1962358986016242,0.9276867193534166,0.2724898696621244,0.006756756756756757,0.0,1.6508684774763083e-07,0,0.9957256317138672,0.09249233454465866,0.09249234345731064,,,,,,0.06
acos,torch,f64,904,0.6474930239194978,0.5068245030170777,0.24035892628074532,0.0,0.0,4.440892098500626e-16,0,0.28105348320996176,1.2859046633479956,1.2859046633479954,0,0,0,1e-07,1e-07,0.03
acos,numpy,f64,904,0.6474930239194978,0.5068245030170777,0.24035892628074532,0.0,0.0,4.440892098500626e-16,0,0.28105348320996176,1.2859046633479956,1.2859046633479954,,,,,,0.03
acos,jax,f64,904,1.0865957329778635,0.8372337992367,0.254084032280952,0.00331858407079646,0.0,4.440892098500626e-16,0,0.9999045302529671,0.013818195696279303,0.013818195696279302,,,,,,0.05
atan,torch,f32,619,0.4975542720218592,0.4951081850265634,0.13990027138818148,0.0,0.0,5.931309132733986e-08,0,-378961.6875,-1.570793628692627,-1.5707936880057183,0,0,0,1.3e-06,1e-05,0.02
atan,numpy,f32,619,1.1789575023264214,0.8412949165807466,0.14757341691908626,0.0032310177705977385,0.0,1.0297720010044031e-07,0,-0.16244350373744965,-0.161036878824234,-0.16103686125639824,,,,,,0.02
atan,jax,f32,619,0.7739134957653921,0.497008623603974,0.13990027138818148,0.0,0.0,9.225767794163175e-08,0,806036.125,1.5707951784133911,1.5707950861557132,,,,,,0.04
atan,torch,f64,619,0.49901465235588854,0.4917887822163134,0.2345549200454586,0.0,0.0,0.0,0,-5.5695409058001245e-05,-5.569540900041259e-05,-5.569540900041259e-05,0,0,0,1e-07,1e-07,0.02
atan,numpy,f64,619,0.49901465235588854,0.4917887822163134,0.2345549200454586,0.0,0.0,0.0,0,-5.5695409058001245e-05,-5.569540900041259e-05,-5.569540900041259e-05,,,,,,0.01
atan,jax,f64,619,0.49901465235588854,0.4917887822163134,0.2345549200454586,0.0,0.0,0.0,0,-5.5695409058001245e-05,-5.569540900041259e-05,-5.569540900041259e-05,,,,,,0.04
sinh,torch,f32,619,0.9829036843971375,0.8708943875753544,2.571418190619728e-13,0.0,0.0,1.1449397607775007e+28,0,3.1415927410125732,11.548739433288574,11.548740370658573,0,0,0,1.3e-06,1e-05,0.02
sinh,numpy,f32,619,0.6369303578441448,0.47972924577466286,2.571418190619728e-13,0.0,0.0,1.1449397607775007e+28,0,0.9999999403953552,1.175201177597046,1.1752011016690305,,,,,,0.02
sinh,jax,f32,619,8388607.0,17.579008548710288,4.359009003850479e-13,0.13570274636510501,0.022617124394184167,4.742240353248085e+30,0,1.1754942106924411e-38,0.0,1.1754942106924411e-38,,,,,,0.06
sinh,torch,f64,619,1.0,0.4736344182978834,0.005851630573523441,0.0,0.0,2.465190328815662e-32,0,-1.3361971743947984e-16,-1.3361971743947986e-16,-1.3361971743947984e-16,68,0,0,1e-07,1e-07,0.02
sinh,numpy,f64,619,0.5432972052161615,0.4736344182978834,0.005732155234553362,0.0,0.0,2.7755575615628914e-17,0,-0.15054195511190646,-0.1511112188371519,-0.15111121883715187,,,,,,0.01
sinh,jax,f64,619,4503599627370495.0,15.364211567122398,0.31605157671920603,0.24232633279483037,0.05492730210016155,2.7895961357632497e+290,0,2.225073858507201e-308,0.0,2.225073858507201e-308,,,,,,0.06
cosh,torch,f32,619,0.966536141311963,0.6272910149678141,0.03155424335115229,0.0,0.0,4.89967491046604e+29,0,-8.369948387145996,2157.70654296875,2157.706778939488,0,0,0,1.3e-06,1e-05,0.02
cosh,numpy,f32,619,1.2669424818993327,1.0853481992457097,0.043604614567549015,0.01615508885298869,0.0,4.89967491046604e+29,0,1.0000001192092896,1.5430809259414673,1.543080774910154,,,,,,0.02
cosh,jax,f32,619,23.50326844570801,20.650121671037205,0.03974322872918303,0.09369951534733441,0.03877221324717286,3.500424931534382e+31,0,-34.62053298950195,542596606722048.0,542595818083225.2,,,,,,0.04
cosh,torch,f64,619,0.49612728223500924,0.49294712873311086,0.25427978720490985,0.0,0.0,0.0,0,-0.036736078418998,1.000674845617915,1.000674845617915,20,0,0,1e-07,1e-07,0.02
cosh,numpy,f64,619,0.746823693989771,0.7424768357530295,0.2559865089046587,0.0,0.0,2.220446049250313e-16,0,-0.006359118888038072,1.0000202192646523,1.0000202192646521,,,,,,0.01
cosh,jax,f64,619,484.625449889901,259.2210463650922,0.34310646685900875,0.16155088852988692,0.10339256865912763,2.7895961357632497e+290,0,-643.9124305562611,2.221188538586908e+279,2.2211885385867857e+279,,,,,,0.05
tanh,torch,f32,619,0.4999627503740986,0.4611748581633095,7.699022587230382e-13,0.0,0.0,2.972818380353459e-08,0,-0.0007585979765281081,-0.0007585978601127863,-0.000758597831011124,0,0,0,1.3e-06,1e-05,0.02
tanh,numpy,f32,619,1.2706856962389976,0.7366996842041661,7.699022587230382e-13,0.0016155088852988692,0.0,4.82119028033523e-08,0,0.5,0.46211719512939453,0.46211715726000974,,,,,,0.02
tanh,jax,f32,619,2.6402709622189735,2.0846789809892483,7.699022587230382e-13,0.06785137318255251,0.0,9.442563952966054e-08,0,-0.003361090552061796,-0.003361077280715108,-0.0033610778954510953,,,,,,0.05
tanh,torch,f64,619,0.6051855752917643,0.48360852531147697,0.0004133381696698006,0.0,0.0,5.551115123125783e-17,0,0.5,0.4621171572600098,0.46211715726000974,0,0,0,1e-07,1e-07,0.02
tanh,numpy,f64,619,0.8320768019011592,0.7832297377079512,0.0004133381696698006,0.0,0.0,1.1102230246251565e-16,0,-2.2632470305583105e-08,-2.26324703055831e-08,-2.2632470305583102e-08,,,,,,0.01
tanh,jax,f64,619,4503599627370495.0,2.081756233055585,0.0006788831396618913,0.07269789983844911,0.0032310177705977385,5.551115123125783e-16,0,2.225073858507201e-308,0.0,2.225073858507201e-308,,,,,,0.05
asinh,torch,f32,134,0.9760569818842417,0.9403719020034034,0.17126742174803022,0.0,0.0,4.04790313268677e-06,0,-484862.65625,-13.784769058227539,-13.784768127387064,0,0,0,1.3e-06,1e-05,0.01
asinh,numpy,f32,134,0.49914903233996016,0.48978263123108007,0.13804482969700343,0.0,0.0,3.591659535118197e-06,0,-108840189952.0,-26.106292724609375,-26.1062936766606,,,,,,0.0
asinh,jax,f32,134,8388607.0,1405092.1699999738,0.209250654930538,0.014925373134328358,0.014925373134328358,4.04790313268677e-06,0,1.1754942106924411e-38,0.0,1.1754942106924411e-38,,,,,,0.06
asinh,torch,f64,622,0.9787811090323201,0.9439406206186384,0.2834478801952661,0.0,0.0,1.1368683772161603e-13,0,-7.815856707683963e+267,-617.5395215913393,-617.5395215913394,0,0,0,1e-07,1e-07,0.03
asinh,numpy,f64,622,0.4996162937279714,0.4933167097465867,0.2355288979775183,0.0,0.0,0.0,0,-25.39114433680347,-3.927935191398932,-3.927935191398932,,,,,,0.02
asinh,jax,f64,622,4503599627370495.0,0.9782321638437151,0.2834478801952661,0.003215434083601286,0.003215434083601286,1.1368683772161603e-13,0,2.225073858507201e-308,0.0,2.225073858507201e-308,,,,,,0.05
acosh,torch,f32,96,0.8750002715735761,0.8631595195304773,0.2845566573326315,0.0,0.0,4.781834221034842e-06,0,1.000001072883606,0.0014648435171693563,0.0014648436190327946,0,0,0,1.3e-06,1e-05,0.0
acosh,numpy,f32,96,0.8277660775661968,0.6379716765711099,0.2692429117034799,0.0,0.0,3.692432798629852e-06,0,1.0000003576278687,0.0008457278599962592,0.0008457279081785864,,,,,,0.0
acosh,jax,f32,96,2.172233922433803,1.4544450315784367,0.2731783886881397,0.020833333333333332,0.0,3.692432798629852e-06,0,1.0000003576278687,0.000845728034619242,0.0008457279081785864,,,,,,0.08
acosh,torch,f64,607,0.9772526134127048,0.9419421101927165,0.29080329904432256,0.0,0.0,1.1368683772161603e-13,0,2.3117448554966812e+230,531.1257211572917,531.1257211572918,0,0,0,1e-07,1e-07,0.04
acosh,numpy,f64,607,0.4988321438615531,0.49438718878040067,0.24742464568008415,0.0,0.0,0.0,0,7.048231069341196e+76,177.64239092129768,177.64239092129768,,,,,,0.03
acosh,jax,f64,607,1.3993942960308368,0.7395219588203727,0.2505245516553763,0.008237232289950576,0.0,2.220446049250313e-16,0,1.0000000929566508,0.00043117664449979464,0.0004311766444997947,,,,,,0.06
atanh,torch,f32,888,1.0000000161047955,1.0000000025637203,0.12497000662273075,0.01126126126126126,0.0,4.182425374921195e-07,0,-5.5574925994505975e-08,-5.5574922441792296e-08,-5.5574925994506034e-08,83,0,0,1.3e-06,1e-05,0.04
atanh,numpy,f32,888,1.019716005698349,1.0003050854645046,0.14562281712531175,0.02252252252252252,0.0,4.182425374921195e-07,0,-5.992390651954338e-05,-5.992390288156457e-05,-5.992390659126979e-05,,,,,,0.03
atanh,jax,f32,888,8388607.0,0.9449877306925074,0.1285579393136721,0.006756756756756757,0.0022522522522522522,4.2514847198305006e-07,0,1.1754942106924411e-38,0.0,1.1754942106924411e-38,,,,,,0.06
atanh,torch,f64,904,0.4995463666202245,0.4932617316708677,0.2338959372575443,0.0,0.0,0.0,0,-0.3817711101487027,-0.4021313038086007,-0.4021313038086007,151,0,0,1e-07,1e-07,0.04
atanh,numpy,f64,904,0.5406151244633729,0.49494913789383166,0.2338959372575443,0.0,0.0,3.469446951953614e-18,0,-0.01785098450322283,-0.017852880983409966,-0.017852880983409963,,,,,,0.02
atanh,jax,f64,904,4503599627370495.0,0.9482353408134271,0.27781373451707225,0.004424778761061947,0.0022123893805309734,3.552713678800501e-15,0,2.225073858507201e-308,0.0,2.225073858507201e-308,,,,,,0.06
